index,Order,MS SubClass,MS Zoning,Lot Area,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Exter Qual,Foundation,BsmtFin SF 1,Bsmt Unf SF,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
826,754,60,RL,10182,IR1,Lvl,Inside,NoRidge,1Fam,2Story,7,5,2004,2006,Gable,VinylSd,VinylSd,Gd,PConc,1572.074397,169.74249,1241.874333,Ex,Y,SBrkr,910,0,1456,1.001999938,2,1,3,1,Gd,7,1,2.998009708,622.3597785,Y,0,0,6,2007,WD ,Normal,125000
827,99,120,RL,3182,IR1,Lvl,Inside,NAmes,TwnhsE,1Story,5,5,2005,2005,Gable,HdBoard,HdBoard,TA,PConc,514.4335914,517.9264562,1238.890618,TA,Y,SBrkr,672,0,1728,0.001999918,2,0,2,1,TA,6,0,-0.001999005,-0.001460286,Y,0,0,6,2007,WD ,Normal,130000
828,1293,70,RL,9600,Reg,Lvl,Inside,NAmes,TwnhsE,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,TA,PConc,0.001268152,502.8907828,606.1111457,Ex,Y,SBrkr,1728,0,1728,0.001999776,2,0,2,1,Gd,5,1,1.998001112,387.9134479,Y,0,0,6,2009,WD ,Normal,130000
830,1293,20,RL,8400,Reg,Lvl,Inside,SawyerW,1Fam,1Story,5,5,1993,2005,Gable,VinylSd,VinylSd,TA,PConc,525.1521597,506.2395464,889.8177076,Ex,Y,SBrkr,864,0,1092,0.001999775,1,0,3,1,TA,5,0,1.99800353,415.7999361,Y,0,0,7,2008,WD ,Normal,80000
833,2284,190,RL,1680,Reg,Lvl,Inside,IDOTRR,1Fam,1Story,5,5,1976,1970,Gable,Stucco,VinylSd,TA,BrkTil,0.001362308,814.5039438,652.8693966,TA,N,SBrkr,672,0,1092,0.001999909,2,0,3,1,TA,6,0,-0.001998598,-0.001527914,Y,0,0,6,2009,WD ,Normal,130000
837,786,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1966,2005,Gable,HdBoard,HdBoard,TA,CBlock,1067.913571,151.1979565,867.4503507,TA,Y,SBrkr,864,0,864,1.001998922,1,0,3,1,TA,5,0,0.998002487,193.6056247,Y,0,0,6,2006,WD ,Normal,110000
838,2163,20,RL,9600,IR1,Lvl,Corner,CollgCr,1Fam,1Story,6,5,1967,2006,Gable,VinylSd,VinylSd,TA,CBlock,0.001098154,1767.626152,1255.765569,TA,Y,SBrkr,1114,0,864,0.001999504,1,0,3,1,TA,6,0,1.998005986,389.9237077,Y,0,0,7,2009,WD ,Normal,145000
839,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.7346229,489.2333249,621.3374964,Ex,Y,SBrkr,1098,0,2358,1.001999145,2,0,3,1,TA,5,0,1.998002821,379.2428951,Y,0,0,7,2007,WD ,Normal,158000
845,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,553.1342491,491.1481182,622.3776832,Ex,Y,SBrkr,941,0,2358,1.001999023,2,0,3,1,TA,6,0,1.998003133,379.1980255,Y,0,0,7,2007,WD ,Normal,158000
846,1293,70,RM,8400,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,2006,2006,Gable,VinylSd,VinylSd,TA,CBlock,1620.073676,155.9818071,1224.10784,TA,Y,SBrkr,1189,0,1416,0.001998492,2,0,3,1,TA,5,1,1.998005178,391.7978861,Y,0,0,6,2006,WD ,Normal,255000
848,378,60,RL,9000,IR1,Lvl,Inside,CollgCr,1Fam,1Story,6,5,1963,1950,Gable,VinylSd,VinylSd,TA,PConc,553.5916132,493.9299947,618.8018623,Ex,Y,SBrkr,930,0,1456,1.001999372,2,0,3,1,TA,6,0,1.998002927,377.8794912,Y,0,0,7,2006,WD ,Normal,158000
850,754,20,RL,9600,IR1,Lvl,Inside,NAmes,1Fam,1Story,6,5,1954,2006,Gable,HdBoard,HdBoard,TA,CBlock,560.161332,1800.526453,1263.725881,TA,Y,SBrkr,1040,0,1728,0.00199993,1,0,3,1,TA,6,1,1.998008363,390.1993519,Y,0,0,6,2006,WD ,Normal,110000
851,2163,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1966,1950,Gable,VinylSd,HdBoard,TA,CBlock,600.8285255,477.0053373,589.3968827,TA,Y,SBrkr,864,0,864,0.001999262,1,0,3,1,TA,5,0,0.998003887,187.7296013,Y,0,0,7,2009,WD ,Normal,110000
855,754,60,RL,9150,Reg,Lvl,Inside,Gilbert,1Fam,2Story,9,5,2007,2007,Gable,VinylSd,VinylSd,TA,PConc,0.001114189,1102.894443,598.8040171,Ex,Y,SBrkr,864,0,1456,0.001999934,2,0,3,1,Gd,7,1,1.998002374,375.4674935,Y,0,0,4,2007,WD ,Partial,145000
856,754,60,RL,9000,IR1,Lvl,Inside,NoRidge,1Fam,2Story,7,5,2003,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.000916142,1163.380303,887.3225104,Ex,Y,SBrkr,864,0,864,0.001999761,2,1,4,1,Gd,9,1,2.998007403,586.8919366,Y,0,0,3,2006,WD ,Normal,145000
858,632,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.9312054,488.78869,622.9419864,Ex,Y,SBrkr,864,0,848,1.0019991,2,0,3,1,TA,5,0,1.998002264,378.609276,Y,0,0,7,2007,WD ,Normal,158000
859,27,20,RL,7692,Reg,Lvl,Inside,Blmngtn,1Fam,1Story,6,5,1980,1950,Gable,MetalSd,MetalSd,TA,CBlock,980.3083318,496.5066763,590.3049918,TA,Y,SBrkr,1444,0,1728,0.001999857,1,0,2,1,TA,5,1,1.998003334,382.2891902,Y,0,0,6,2007,WD ,Normal,140000
860,2203,60,RL,8400,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,1968,1963,Gable,HdBoard,HdBoard,TA,CBlock,531.2117822,483.9680759,600.8701247,TA,Y,SBrkr,672,0,876,0.001999853,1,1,3,1,TA,7,1,1.998002609,374.7633433,Y,0,0,6,2009,WD ,Normal,140000
863,2284,50,RM,6120,Reg,Lvl,Inside,OldTown,1Fam,1.5Fin,6,5,1994,1950,Gable,Wd Sdng,Wd Sdng,TA,PConc,0.000774597,989.2235714,917.3375109,Ex,Y,SBrkr,1679,0,1040,0.001999829,2,0,3,1,TA,9,0,1.998003968,388.3108835,Y,0,0,4,2007,WD ,Normal,140000
865,754,20,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Gd,PConc,606.9574635,498.132517,1257.968624,Ex,Y,SBrkr,910,0,1040,0.001999774,2,0,3,1,Gd,7,0,1.998006263,392.3267618,Y,0,0,4,2007,WD ,Normal,150000
869,378,20,RL,9600,Reg,Lvl,Inside,NridgHt,1Fam,1Story,7,5,2006,2007,Hip,VinylSd,VinylSd,Gd,PConc,1566.471806,458.2409702,1273.069679,Ex,Y,SBrkr,876,0,1646,1.001999847,2,0,3,1,Gd,7,1,1.99800621,399.5450998,Y,0,0,6,2007,WD ,Normal,250000
870,2284,90,RL,6000,IR1,Lvl,Inside,NAmes,Duplex,1Story,5,5,1976,2007,Gable,HdBoard,HdBoard,TA,CBlock,0.001072431,200.4761232,-76.31749441,TA,Y,SBrkr,672,0,987,1.001999868,2,0,4,1,TA,6,1,-0.001998729,-0.001880574,Y,0,0,11,2009,WD ,Normal,130000
874,2163,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,2004,2007,Gable,MetalSd,MetalSd,TA,CBlock,938.8470673,187.7485763,593.4368828,Ex,Y,SBrkr,1728,0,1040,1.001999567,1,0,3,1,TA,5,0,1.998001293,379.7137358,Y,0,0,8,2008,WD ,Normal,140000
875,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.7424604,489.2958736,622.1888779,Ex,Y,SBrkr,941,0,1456,1.001999089,2,0,3,1,TA,5,0,1.998003458,379.4207133,Y,0,0,7,2007,WD ,Normal,158000
876,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.5434357,489.1457442,621.5959118,Ex,Y,SBrkr,941,0,2358,1.00199913,2,0,3,1,TA,5,0,1.998002777,379.1660714,Y,0,0,7,2007,WD ,Normal,158000
877,326,20,RL,9600,IR1,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1976,1962,Gable,Plywood,Plywood,TA,CBlock,0.001193999,495.4640805,600.2927895,TA,Y,SBrkr,864,0,864,0.001996059,2,0,3,1,TA,6,1,1.998004866,393.0359282,Y,0,0,7,2006,WD ,Normal,135000
881,2163,20,RL,9600,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1996,2006,Gable,VinylSd,VinylSd,TA,CBlock,524.5691353,184.6902696,597.2919292,Ex,Y,SBrkr,1280,0,1646,0.001999648,1,0,3,1,TA,6,0,1.998001291,384.9736723,Y,0,0,5,2009,WD ,Normal,140000
884,121,30,RL,6000,Reg,Lvl,Inside,Edwards,2fmCon,1Story,5,5,2004,1950,Gable,MetalSd,MetalSd,TA,PConc,529.6048801,472.4887615,577.332563,TA,N,FuseF,672,0,1092,1.001999964,1,0,2,1,TA,6,0,0.998002052,181.2104081,Y,0,0,6,2008,WD ,Normal,80000
885,1464,60,RL,9600,IR1,Lvl,Inside,Somerst,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Gd,PConc,908.8226915,508.7786862,580.4454201,Ex,Y,SBrkr,728,0,1456,0.001995541,2,1,3,1,Gd,7,1,1.998001633,377.4531095,Y,0,0,7,2006,WD ,Normal,169000
886,754,60,RL,9150,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2007,2006,Gable,VinylSd,VinylSd,TA,PConc,0.001083062,760.4707649,572.9121477,Ex,Y,SBrkr,864,0,1456,0.001999939,2,1,3,1,Gd,6,1,1.998002571,377.2879925,Y,0,0,6,2009,WD ,Normal,181000
887,1464,60,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001070457,1113.788777,571.1939781,Ex,Y,SBrkr,864,0,1456,0.001999919,2,1,3,1,Gd,7,1,1.998001843,380.0953104,Y,0,0,4,2006,WD ,Partial,145000
889,1464,60,RL,11650,IR1,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2007,1998,Gable,VinylSd,VinylSd,TA,PConc,0.000915121,749.1149358,595.3732872,Ex,Y,SBrkr,728,0,1456,0.001999872,2,1,3,1,TA,7,1,1.998001092,367.8720438,Y,0,0,7,2009,WD ,Normal,181000
892,1027,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,555.8511098,488.6429101,621.5769714,Ex,Y,SBrkr,941,0,1733,1.001999145,2,0,3,1,TA,5,0,1.998002596,379.318496,Y,0,0,7,2007,WD ,Normal,158000
893,2163,20,RL,9600,Reg,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001206253,1642.668126,1228.806619,Ex,Y,SBrkr,894,0,1040,0.001999948,2,0,3,1,Gd,6,0,1.998002843,417.9360754,Y,0,0,6,2007,WD ,Normal,119164
894,754,70,RL,6120,IR1,Lvl,Inside,OldTown,1Fam,1Story,7,5,2004,1950,Gable,VinylSd,VinylSd,Gd,PConc,574.9206184,1750.232128,1202.303881,Ex,Y,SBrkr,912,0,912,0.001999863,2,0,3,1,Gd,7,1,2.99800745,616.2397536,Y,0,0,7,2007,WD ,Normal,153000
901,786,20,RL,6120,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,5,1950,2006,Gable,MetalSd,MetalSd,TA,CBlock,597.7724814,167.1692092,610.3342484,TA,Y,SBrkr,864,0,864,1.001999497,1,0,3,1,TA,7,0,0.998004981,182.7089523,Y,0,0,7,2007,WD ,Normal,110000
902,754,120,RL,6120,IR1,Lvl,Inside,NridgHt,TwnhsE,1Story,9,5,2004,2004,Gable,VinylSd,VinylSd,Gd,PConc,574.2646538,1752.536476,1239.204996,Ex,Y,SBrkr,912,0,1040,0.001999962,2,0,3,1,Gd,6,1,1.9980016,385.8197146,Y,0,0,8,2009,WD ,Normal,170000
903,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,566.9826137,491.6071055,622.3276867,Ex,Y,SBrkr,941,0,1733,1.001999349,2,1,3,1,TA,5,0,1.998002529,376.9953003,Y,0,0,7,2006,WD ,Normal,158000
904,1027,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.5823783,489.2579809,620.5960364,Ex,Y,SBrkr,930,0,1733,1.001999164,2,0,3,1,TA,5,0,1.998002823,380.3490687,Y,0,0,7,2006,WD ,Normal,158000
907,326,20,RL,8400,Reg,Lvl,Inside,NridgHt,1Fam,1Story,5,5,1967,1950,Gable,HdBoard,MetalSd,TA,CBlock,541.1167227,461.6069126,604.403484,TA,Y,SBrkr,888,0,1092,0.001999368,1,0,3,1,TA,6,0,0.998001729,185.610647,Y,0,0,7,2009,WD ,Normal,140000
908,1293,90,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1976,1970,Gable,VinylSd,VinylSd,TA,PConc,0.001371412,1828.76806,1436.971701,TA,Y,SBrkr,672,0,1092,0.00199997,2,0,4,1,TA,6,0,-0.00199859,-0.001517833,Y,0,0,11,2006,WD ,Normal,145000
909,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.3062434,488.8672832,622.0428333,Ex,Y,SBrkr,941,0,2358,1.001999096,2,0,3,1,TA,5,0,1.998003125,379.1753452,Y,0,0,7,2007,WD ,Normal,158000
911,378,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1967,2006,Gable,MetalSd,MetalSd,TA,CBlock,551.247551,497.038892,927.3646123,TA,Y,SBrkr,806,0,848,0.001999139,1,0,3,1,TA,5,0,1.998002801,383.8581714,Y,0,0,6,2007,WD ,Normal,143000
912,121,70,RL,8400,Reg,Lvl,Inside,Crawfor,1Fam,2Story,6,7,1930,1950,Gable,Wd Sdng,Wd Sdng,TA,BrkTil,594.8393095,463.6904934,565.2659623,Ex,Y,SBrkr,864,0,1092,0.001999674,2,0,4,1,TA,7,1,0.998001877,180.574292,Y,0,0,7,2008,WD ,Normal,140000
913,126,120,FV,4923,IR1,Lvl,Inside,Somerst,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,Gd,PConc,562.6897023,1781.402485,1194.270315,Ex,Y,SBrkr,894,0,1728,0.001999958,2,0,3,1,Gd,6,1,1.998001997,387.9257654,Y,0,0,5,2007,WD ,Normal,170000
915,2284,160,RM,1680,Reg,Lvl,Inside,MeadowV,1Fam,2Story,6,5,1970,1970,Gable,CemntBd,CmentBd,TA,CBlock,0.001146541,500.7744548,538.6975311,TA,Y,SBrkr,520,0,1092,0.001999522,1,1,3,1,TA,5,0,0.99800091,182.5798523,Y,0,0,7,2006,WD ,Normal,140000
916,2163,20,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1954,1950,Gable,MetalSd,MetalSd,TA,CBlock,1054.832842,500.3365636,905.036449,TA,Y,FuseA,1382,0,864,0.0019994,1,0,3,1,TA,5,0,0.998003186,-0.001206657,Y,0,0,6,2006,WD ,Normal,145000
919,99,50,RL,1680,Reg,Lvl,Inside,Edwards,1Fam,1Story,5,5,1976,1950,Gable,MetalSd,HdBoard,TA,CBlock,573.0566618,514.0300842,682.7135757,TA,N,SBrkr,864,0,864,1.00199966,1,0,3,1,TA,7,1,0.998001894,183.5147793,Y,0,0,11,2006,WD ,Normal,130000
920,1293,80,RL,8400,Reg,Lvl,Inside,OldTown,1Fam,SLvl,5,5,1999,1993,Gable,HdBoard,Plywood,TA,CBlock,1018.237081,197.0942773,857.6291843,Gd,Y,SBrkr,864,0,1680,1.001999379,1,1,3,1,TA,6,0,1.998002983,374.627958,Y,0,0,6,2006,WD ,Normal,130000
921,1027,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.6424809,488.4589867,622.3409991,Ex,Y,SBrkr,941,0,1733,1.001999089,2,0,3,1,TA,5,0,1.998002663,379.2026044,Y,0,0,7,2007,WD ,Normal,158000
922,378,60,RL,9600,Reg,Lvl,Inside,Somerst,1Fam,2Story,6,5,2007,1950,Gable,MetalSd,MetalSd,Gd,PConc,950.9332421,526.3643921,614.7965083,Ex,Y,SBrkr,864,0,1456,1.001999686,2,1,3,1,Gd,8,1,1.998001244,372.0961415,Y,0,0,6,2007,WD ,Normal,145000
923,1027,20,RL,6000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,560.325614,488.1660606,622.7269675,Ex,Y,SBrkr,864,0,864,1.001999077,2,0,3,1,TA,5,0,1.998002344,380.0287334,Y,0,0,7,2006,WD ,Normal,158000
924,2447,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.1286752,489.3402343,622.4703283,Ex,Y,SBrkr,941,0,848,1.001999087,2,0,3,1,TA,5,0,1.998002819,378.6353212,Y,0,0,7,2007,WD ,Normal,158000
926,126,20,RL,3907,Reg,Lvl,Inside,Edwards,1Fam,1Story,7,5,2006,1950,Gable,VinylSd,VinylSd,Gd,PConc,1548.219595,499.3028926,1384.257599,Ex,Y,SBrkr,848,0,1646,1.001999138,2,0,3,1,Gd,7,1,1.998007299,382.2970538,Y,0,0,7,2007,WD ,Normal,170000
928,641,50,RM,6000,Reg,Lvl,Inside,OldTown,1Fam,1Story,6,5,1910,1950,Gable,VinylSd,VinylSd,TA,CBlock,626.8040025,193.2789076,576.1432652,TA,Y,SBrkr,832,0,912,0.001999792,1,0,3,1,TA,5,0,1.998004795,582.4170595,Y,0,0,8,2008,WD ,Normal,115000
929,2447,20,RL,7200,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,2005,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.5279433,489.358836,622.3700547,Ex,Y,SBrkr,941,0,848,1.001999225,2,0,3,1,TA,5,0,1.998003119,379.0611942,Y,0,0,7,2007,WD ,Normal,158000
930,754,20,RL,9600,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,5,2004,2007,Gable,VinylSd,VinylSd,Gd,PConc,0.001193424,1800.922704,1284.986994,Ex,Y,SBrkr,864,0,864,0.001999874,2,0,3,1,Gd,7,1,2.998012242,643.7454195,Y,0,0,6,2007,WD ,Normal,145000
931,99,85,RL,9600,Reg,Lvl,Inside,NAmes,1Fam,SFoyer,6,5,1968,2008,Gable,HdBoard,Plywood,TA,CBlock,1011.617971,496.9863836,622.534834,TA,Y,SBrkr,1208,0,1092,1.00199977,1,0,3,1,TA,6,0,1.998002551,388.6470975,Y,0,0,6,2006,WD ,Normal,140000
932,378,20,RL,3907,Reg,Lvl,Inside,Gilbert,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,Gd,PConc,973.9573838,480.5027386,917.4918364,Ex,Y,SBrkr,1721,0,1040,1.001998689,2,0,3,1,Gd,6,1,1.998003199,378.0019788,Y,0,0,6,2007,WD ,Normal,290000
936,1293,60,RL,7692,Reg,Lvl,Inside,NAmes,1Fam,2Story,7,6,2005,1990,Gable,Plywood,HdBoard,TA,CBlock,647.9091322,473.6317485,553.8564033,TA,Y,SBrkr,672,0,1489,0.001999812,1,1,2,1,TA,7,1,1.998001747,455.4266844,Y,0,0,6,2006,WD ,Normal,155000
937,2163,20,RL,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,557.038809,488.6042025,622.1719756,Ex,Y,SBrkr,941,0,848,1.001999144,2,0,3,1,TA,5,0,1.998003126,379.311882,Y,0,0,7,2007,WD ,Normal,158000
940,1293,60,RL,11100,Reg,Lvl,Inside,NPkVill,1Fam,2Story,6,7,1968,1963,Gable,Plywood,Plywood,TA,CBlock,0.001025928,1732.500823,1195.91103,TA,Y,SBrkr,1040,0,876,0.00199987,2,1,3,1,TA,7,1,1.998004208,388.0198157,Y,0,0,7,2008,WD ,Normal,140000
941,44,20,RL,9600,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,Gd,PConc,0.001182115,1761.032308,1282.85543,Ex,Y,SBrkr,864,0,1040,0.001999869,2,0,3,1,Gd,7,1,1.998007047,404.7208578,Y,0,0,4,2006,WD ,Normal,145000
943,2163,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.1091825,488.6158098,621.7563346,Ex,Y,SBrkr,941,0,2358,1.001999115,2,0,3,1,TA,5,0,1.998002822,379.2979489,Y,0,0,7,2007,WD ,Normal,158000
945,754,120,FV,4923,IR1,Lvl,Inside,Somerst,1Fam,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,Gd,PConc,956.10925,524.1247466,599.5737475,Ex,Y,SBrkr,1728,0,1728,1.001999862,2,0,2,1,Gd,5,0,1.998002053,376.2096404,Y,0,0,5,2007,WD ,Normal,170000
946,1293,70,RM,6000,Reg,Lvl,Inside,OldTown,1Fam,2Story,6,7,2007,1950,Gable,VinylSd,VinylSd,TA,CBlock,0.001150982,491.3814788,555.7181868,TA,Y,SBrkr,672,0,1092,0.001999858,2,0,4,1,TA,8,0,1.998000835,369.1359885,Y,0,0,7,2008,WD ,Normal,115000
947,2163,60,RL,9600,IR1,Lvl,Inside,CollgCr,1Fam,2Story,8,5,2004,1950,Gable,VinylSd,Wd Sdng,TA,PConc,0.000866351,1109.512794,882.0682498,Ex,Y,SBrkr,864,0,1456,0.001999875,2,1,4,1,Gd,7,1,2.998006873,635.4112075,Y,0,0,3,2007,WD ,Normal,170000
948,326,20,RL,7692,Reg,Lvl,Inside,NAmes,1Fam,1Story,6,5,1976,1950,Gable,HdBoard,Plywood,TA,CBlock,569.4728108,788.2894691,644.1216317,TA,Y,SBrkr,864,0,1040,1.001998011,2,0,3,1,TA,6,1,1.998007268,193.0024123,Y,0,0,7,2009,WD ,Normal,115000
950,1027,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.7838396,488.4546622,622.5653854,Ex,Y,SBrkr,941,0,2358,1.00199912,2,0,3,1,TA,5,0,1.998002504,379.0262946,Y,0,0,7,2007,WD ,Normal,158000
951,2447,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,558.998229,488.7119017,621.1155221,Ex,Y,SBrkr,941,0,2358,1.001999037,2,0,3,1,TA,5,0,1.998003501,380.4115933,Y,0,0,7,2007,WD ,Normal,158000
952,754,60,RL,9600,Reg,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,TA,PConc,0.000995141,1080.984425,559.9399059,Ex,Y,SBrkr,864,0,1664,0.001999857,2,1,3,1,TA,7,1,1.99800221,377.3301844,Y,100,0,7,2007,WD ,Normal,181000
954,1027,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.9027114,488.192133,624.5488696,Ex,Y,SBrkr,864,0,864,1.001999129,2,0,3,1,TA,5,0,1.998002768,378.7287378,Y,0,0,7,2007,WD ,Normal,158000
955,1293,60,RL,9600,IR1,Lvl,Inside,CollgCr,1Fam,2Story,7,5,1994,2006,Gable,VinylSd,VinylSd,TA,PConc,0.001023056,1785.152926,1215.329454,Ex,Y,SBrkr,864,0,1664,0.001999925,2,1,3,1,Gd,7,1,2.998005686,599.2815867,Y,0,0,8,2006,WD ,Normal,145000
956,1434,60,RL,6120,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2007,2006,Gable,VinylSd,VinylSd,Gd,PConc,0.001092196,1156.166379,894.0374618,Ex,Y,SBrkr,1072,0,1456,0.001999961,2,1,3,1,Gd,7,1,2.99800493,594.1684865,Y,0,0,11,2006,New,Normal,145000
957,2447,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,556.3152381,488.835708,622.3129345,Ex,Y,SBrkr,941,0,848,1.001999062,2,0,3,1,TA,5,0,1.998002891,379.3084902,Y,0,0,7,2007,WD ,Normal,158000
959,786,20,RL,6120,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1954,1950,Gable,VinylSd,VinylSd,TA,CBlock,0.001041487,1080.842202,575.6759263,Ex,Y,SBrkr,864,0,864,0.001999159,1,0,3,1,TA,6,0,0.99800296,194.1647596,Y,0,0,5,2008,WD ,Normal,110000
960,378,20,RL,9600,Reg,Lvl,Inside,NridgHt,1Fam,1Story,9,5,1958,2007,Gable,MetalSd,MetalSd,TA,PConc,0.000914372,517.0040693,593.7640855,TA,Y,SBrkr,672,0,1092,0.001999815,2,0,3,1,TA,8,0,1.998005069,619.3504654,Y,0,0,8,2009,WD ,Normal,135000
963,27,120,RL,3907,IR1,Lvl,Inside,NWAmes,TwnhsE,1Story,6,5,2006,2007,Gable,VinylSd,VinylSd,Gd,PConc,1005.007923,483.7258908,570.4092899,Ex,Y,SBrkr,1728,0,1728,0.001999321,2,0,2,1,Gd,5,1,1.998001035,385.8170012,Y,0,0,7,2006,WD ,Normal,170000
964,1464,60,RL,8400,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,5,1994,2003,Gable,MetalSd,MetalSd,Gd,PConc,987.4742775,155.0466338,605.7860745,Ex,Y,SBrkr,864,0,1432,0.001999687,2,1,3,1,Gd,7,1,1.998003176,376.9022675,Y,0,0,4,2009,WD ,Normal,139500
966,2447,20,RL,9000,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,5,1963,1950,Gable,VinylSd,VinylSd,TA,CBlock,554.4547486,490.6007604,620.4030428,Ex,Y,SBrkr,941,0,1416,1.001999081,2,0,3,1,TA,5,0,1.998002955,379.5577588,Y,0,0,7,2006,WD ,Normal,158000
967,378,60,RL,9000,Reg,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1994,2005,Gable,VinylSd,VinylSd,Gd,PConc,970.883435,189.3202051,599.9760385,Ex,Y,SBrkr,1838,0,1456,1.001999289,2,1,3,1,Gd,6,1,1.998003711,379.4895574,Y,0,0,7,2006,WD ,Normal,169000
